Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"181-0187",5R : Rural Major Collector,33.794251,-82.443265,2023,1540,Actual,127,86,0.521,0.456,0.0983,0.63,2150,Short Term
"181-0189",4R : Rural Minor Arterial,33.822810,-82.466850,2023,820,Estimated,,,,,0.0842,0.52,1800,Short Term
"181-7486",7R : Rural Local,33.933174,-82.626994,2023,270,Actual,10,16,0.546,0,0.127,0.58,340,Short Term
"181-8001",7R : Rural Local,33.940220,-82.568775,2023,10,Estimated,,,,,0.29,0.67,20,Short Term
"181-8005",7R : Rural Local,33.768281,-82.479952,2023,100,Estimated,,,,,0.1227,0.58,130,Short Term
"181-8007",6R : Rural Minor Collector,33.741471,-82.422891,2023,90,Estimated,,,,,0.1637,0.69,110,Short Term
"181-8011",7R : Rural Local,33.769603,-82.315008,2023,20,Estimated,,,,,0.1806,0.67,40,Short Term
"181-8013",7R : Rural Local,33.744632,-82.453067,2023,40,Estimated,,,,,0.183,0.71,50,Short Term
"181-8018",7R : Rural Local,33.706857,-82.424859,2023,160,Actual,16,3,2.558,0,0.1535,0.58,230,Short Term
"181-8019",7R : Rural Local,33.725323,-82.466707,2023,120,Actual,11,1,0.864,0,0.1383,0.5,150,Short Term
"181-8022",7R : Rural Local,33.811754,-82.496786,2023,110,Actual,12,7,0.919,0,0.1378,0.67,140,Short Term
"181-8023",7R : Rural Local,33.833646,-82.506583,2023,80,Actual,7,8,1.209,0,0.1571,0.54,100,Short Term
"183-0101",3R : Rural Principal Arterial - Other,31.687080,-81.794638,2023,13500,Actual,807,1592,0.593,0.578,0.0942,0.59,17400,Short Term
"183-0103",3R : Rural Principal Arterial - Other,31.711240,-81.749696,2023,13400,Estimated,874,1009,0.496,0.366,0.0925,0.57,16900,Short Term
"183-0105",4R : Rural Minor Arterial,31.722432,-81.755735,2023,3780,Actual,308,560,0.476,1.085,0.0958,0.61,4900,Short Term
"183-0109",4R : Rural Minor Arterial,31.780168,-81.821884,2023,2930,Actual,224,543,0.376,1.366,0.098,0.58,3810,Short Term
"183-0112",4R : Rural Minor Arterial,31.839349,-81.917997,2023,2610,Estimated,207,498,0.743,1.017,0.1013,0.54,3700,Short Term
"183-0114",3R : Rural Principal Arterial - Other,31.717713,-81.737586,2023,14800,Estimated,863,1105,0.586,0.286,0.0798,0.59,27300,Short Term
"183-0118",3U : Urban Principal Arterial - Other,31.756616,-81.664986,2023,14100,Estimated,883,1100,0.372,0.315,0.099,0.59,25600,Short Term
"183-0121",4R : Rural Minor Arterial,31.598271,-81.597953,2023,2470,Actual,191,267,0.608,0.729,0.0887,0.63,4480,Short Term
"183-0125",4R : Rural Minor Arterial,31.655914,-81.686411,2023,1700,Estimated,117,192,0.299,0.717,0.0986,0.58,2290,Short Term
"183-0129",4R : Rural Minor Arterial,31.701810,-81.736775,2023,4120,Actual,287,301,1.214,0.461,0.1046,0.56,8070,Short Term
"183-0132",4R : Rural Minor Arterial,31.931391,-81.857596,2023,2020,Actual,157,194,1.286,0.445,0.1117,0.75,2550,Short Term
"183-0134",5R : Rural Major Collector,31.879586,-81.896791,2023,4660,Estimated,200,213,0.506,0.418,0.104,0.52,6180,Short Term
"183-0138",5R : Rural Major Collector,31.874448,-81.804949,2023,3370,Actual,204,186,0.475,0.326,0.0964,0.57,5310,Short Term
"183-0143",7R : Rural Local,31.844863,-81.929431,2023,180,Estimated,7,2,0,0,0.1492,0.52,260,Short Term
"183-0145",6R : Rural Minor Collector,31.859300,-81.898200,2023,410,Estimated,,,,,0.1223,0.8,520,Short Term
"183-0147",6R : Rural Minor Collector,31.824094,-81.848104,2023,250,Estimated,,,,,0.1141,0.57,400,Short Term
"183-0149",6R : Rural Minor Collector,31.858855,-81.818548,2023,120,Actual,12,3,1.711,0,0.1027,0.5,360,Short Term
"183-0152",5R : Rural Major Collector,31.717878,-81.744185,2023,3400,Estimated,,,,,0.1064,0.53,4740,Short Term
"183-0156",5R : Rural Major Collector,31.741463,-81.724700,2023,3180,Estimated,127,24,0.747,0,0.1562,0.56,5400,Short Term
"183-0158",5U : Urban Major Collector,31.787066,-81.683854,2023,5140,Actual,226,75,0.311,0.078,0.0976,0.67,9600,Short Term
"183-0161",5R : Rural Major Collector,31.604952,-81.599405,2023,250,Estimated,,,,,0.1178,0.5,320,Short Term
"183-0163",5R : Rural Major Collector,31.631762,-81.611643,2023,770,Estimated,53,103,1.218,1.488,0.0934,0.8,970,Short Term
"183-0165",5U : Urban Major Collector,31.739966,-81.623131,2023,1130,Estimated,,,,,0.1137,0.54,1740,Short Term
"183-8001",7R : Rural Local,31.710885,-81.740141,2023,2760,Estimated,,,,,0.1344,0.51,5240,Short Term
"183-8005",6R : Rural Minor Collector,31.862289,-81.767032,2023,550,Estimated,,,,,0.1139,0.52,890,Short Term
"183-8011",7R : Rural Local,31.704070,-81.734748,2023,410,Estimated,12,2,1.326,0.265,0.2519,0.54,820,Short Term
"183-8012",6R : Rural Minor Collector,31.748100,-81.728416,2023,1040,Actual,31,14,0.385,0.096,0.1098,0.73,1750,Short Term
"183-8013",6R : Rural Minor Collector,31.763700,-81.728800,2023,860,Estimated,38,4,0.63,0,0.179,0.83,1390,Short Term
"183-8015",7R : Rural Local,31.809608,-81.852114,2023,410,Estimated,40,8,0.07,0.021,0.1212,0.81,520,Short Term
"185-0001",3U : Urban Principal Arterial - Other,30.829752,-83.278269,2023,11700,Actual,557,149,0.231,0.051,0.1049,1,17900,Short Term
"185-0003",3U : Urban Principal Arterial - Other,30.830159,-83.278499,2023,11500,Actual,579,131,0.243,0.07,0.1028,1,14500,Short Term
"185-0005",3U : Urban Principal Arterial - Other,30.832459,-83.279701,2023,10100,Actual,531,67,0.308,0.06,0.0941,1,14200,Short Term
"185-0007",3U : Urban Principal Arterial - Other,30.833742,-83.280398,2023,10600,Estimated,421,54,0.303,0.019,0.0985,1,13400,Short Term
"185-0010",4U : Urban Minor Arterial,30.836754,-83.281929,2023,7890,Actual,262,41,0.396,0.027,0.0913,0.75,9940,Short Term
"185-0012",4U : Urban Minor Arterial,30.842143,-83.284728,2023,8440,Estimated,,,,,0.0991,0.77,10600,Short Term
"185-0014",4U : Urban Minor Arterial,30.847043,-83.287076,2023,11900,Actual,400,43,0.156,0.039,0.0892,0.72,15000,Short Term
"185-0016",4U : Urban Minor Arterial,30.849494,-83.287576,2023,11900,Actual,,,,,0.0896,0.75,15000,Short Term
"185-0018",4U : Urban Minor Arterial,30.855037,-83.288711,2023,13400,Actual,,,,,0.0884,0.7,16900,Short Term
"185-0020",4U : Urban Minor Arterial,30.858527,-83.288937,2023,13900,Estimated,,,,,0.1061,0.51,17500,Short Term
"185-0021",4U : Urban Minor Arterial,30.864174,-83.289039,2023,12600,Estimated,240,36,0.228,0.008,0.0939,0.64,15900,Short Term
"185-0022",3U : Urban Principal Arterial - Other,30.872091,-83.291055,2023,10100,Estimated,248,28,0.368,0.04,0.0969,0.63,12700,Short Term
"185-0023",4R : Rural Minor Arterial,30.654186,-83.148900,2023,1930,Estimated,,,,,0.0926,0.53,2430,Short Term
"185-0025",4R : Rural Minor Arterial,30.686264,-83.187989,2023,7590,Actual,490,376,0.738,0.224,0.1171,0.55,10600,Short Term
"185-0027",3R : Rural Principal Arterial - Other,30.722167,-83.216438,2023,8610,Estimated,413,225,0.485,0.142,0.1029,0.66,10800,Short Term
"185-0033",3R : Rural Principal Arterial - Other,30.754243,-83.218189,2023,8800,Actual,494,209,0.489,0.182,0.1051,0.69,13500,Short Term
"185-0036",3R : Rural Principal Arterial - Other,30.793009,-83.239058,2023,10800,Actual,630,240,0.418,0.102,0.0992,0.69,15800,Short Term
"185-0037",3U : Urban Principal Arterial - Other,30.803578,-83.251345,2023,8150,Actual,482,238,0.442,0.098,0.1021,0.7,10300,Short Term
"185-0039",3U : Urban Principal Arterial - Other,30.812635,-83.263007,2023,6670,Estimated,383,113,0.362,0.106,0.1013,0.67,8400,Short Term
"185-0041",3U : Urban Principal Arterial - Other,30.815333,-83.266463,2023,7130,Actual,375,84,0.309,0.098,0.093,0.62,8980,Short Term
"185-0043",3U : Urban Principal Arterial - Other,30.817510,-83.269269,2023,7450,Estimated,402,104,0.324,0.041,0.0953,0.65,9390,Short Term
"185-0045",3U : Urban Principal Arterial - Other,30.820809,-83.273328,2023,13500,Actual,744,235,0.185,0.03,0.0832,0.58,17000,Short Term
"185-0046",3U : Urban Principal Arterial - Other,30.823378,-83.274958,2023,22900,Actual,755,253,0.118,0.035,0.0883,0.59,28900,Short Term
"185-0047",3U : Urban Principal Arterial - Other,30.825475,-83.275820,2023,22300,Actual,824,263,0.211,0.031,0.0922,0.61,28100,Short Term
"185-0049",3U : Urban Principal Arterial - Other,30.829530,-83.277750,2023,10500,Estimated,467,167,0.374,0.067,0.0972,1,13200,Short Term
"185-0051",3U : Urban Principal Arterial - Other,30.830680,-83.277790,2023,10400,Actual,338,80,0.287,0.067,0.0823,1,14100,Short Term
"185-0053",3U : Urban Principal Arterial - Other,30.831720,-83.278330,2023,13200,Actual,633,94,0.332,0.083,0.0821,1,16800,Short Term
"185-0055",3U : Urban Principal Arterial - Other,30.833980,-83.279230,2023,13000,Estimated,497,57,0.183,0.032,0.0865,1,16400,Short Term
"185-0057",3U : Urban Principal Arterial - Other,30.834990,-83.279394,2023,17300,Actual,621,143,0.191,0.029,0.0897,0.74,22500,Short Term
"185-0059",3U : Urban Principal Arterial - Other,30.843118,-83.280209,2023,19500,Actual,668,120,0.205,0.041,0.0861,0.63,26800,Short Term
"185-0061",3U : Urban Principal Arterial - Other,30.848686,-83.280503,2023,18200,Estimated,513,132,0.193,0.072,0.0923,0.71,22900,Short Term
"185-0063",3U : Urban Principal Arterial - Other,30.854030,-83.280783,2023,21500,Actual,718,133,0.172,0.005,0.0876,0.69,27100,Short Term
"185-0065",3U : Urban Principal Arterial - Other,30.857177,-83.280891,2023,24400,Estimated,620,129,0.107,0.016,0.079,0.73,30700,Short Term
"185-0067",3U : Urban Principal Arterial - Other,30.858820,-83.281640,2023,14800,Actual,484,78,0.237,0.068,0.082,0.66,18600,Short Term
"185-0069",3U : Urban Principal Arterial - Other,30.867089,-83.286454,2023,15100,Estimated,446,103,0.254,0.04,0.0893,0.64,19000,Short Term
"185-0071",3U : Urban Principal Arterial - Other,30.872012,-83.289702,2023,18800,Actual,433,95,0.165,0,0.0882,0.68,23700,Short Term
"185-0072",3U : Urban Principal Arterial - Other,30.877734,-83.293901,2023,18900,Estimated,673,127,0.256,0.032,0.0964,0.57,23800,Short Term
"185-0073",3U : Urban Principal Arterial - Other,30.879281,-83.299903,2023,34500,Estimated,1093,310,0.269,0.05,0.089,0.55,43500,Short Term
"185-0074",3U : Urban Principal Arterial - Other,30.883342,-83.311312,2023,31200,Actual,1132,322,0.25,0.035,0.0946,0.56,39300,Short Term
"185-0075",3U : Urban Principal Arterial - Other,30.888082,-83.315137,2023,29700,Estimated,1199,324,0.291,0.081,0.1035,0.6,37400,Short Term
"185-0077",4U : Urban Minor Arterial,30.905643,-83.341070,2023,6280,Estimated,,,,,0.1185,0.54,7910,Short Term
"185-0079",4U : Urban Minor Arterial,30.988415,-83.371676,2023,5660,Estimated,,,,,0.1193,0.58,7780,Short Term
"185-0081",4U : Urban Minor Arterial,30.994945,-83.373961,2023,3110,Actual,,,,,0.0981,0.51,4460,Short Term
"185-0085",4R : Rural Minor Arterial,30.677710,-83.316653,2023,4310,Estimated,219,647,0.496,0.732,0.0907,0.54,5430,Short Term
"185-0087",4R : Rural Minor Arterial,30.689410,-83.315408,2023,4000,Actual,,,,,0.088,0.51,5040,Short Term
"185-0089",4R : Rural Minor Arterial,30.702628,-83.307992,2023,4300,Actual,279,702,0.698,0.768,0.085,0.53,5420,Short Term
"185-0091",4R : Rural Minor Arterial,30.729504,-83.285048,2023,5210,Actual,351,572,0.518,0.882,0.0904,0.57,6560,Short Term
"185-0093",3U : Urban Principal Arterial - Other,30.762332,-83.268272,2023,10100,Estimated,566,969,0.82,0.56,0.0947,0.63,12700,Short Term
"185-0095",5U : Urban Major Collector,30.781081,-83.269771,2023,9990,Actual,,,,,0.0813,0.6,13200,Short Term
"185-0097",5U : Urban Major Collector,30.799238,-83.273168,2023,11800,Actual,668,463,0.381,0.195,0.0846,0.64,14900,Short Term
"185-0099",5U : Urban Major Collector,30.812022,-83.275540,2023,11000,Estimated,536,183,0.39,0.204,0.0942,0.51,13900,Short Term
"185-0105",4U : Urban Minor Arterial,30.857326,-83.269462,2023,11200,Estimated,,,,,0.0958,0.52,14100,Short Term
"185-0108",4U : Urban Minor Arterial,30.861210,-83.254650,2023,3780,Estimated,,,,,0.091,0.52,4760,Short Term
"185-0109",4U : Urban Minor Arterial,30.878442,-83.232251,2023,6860,Actual,,,,,0.1163,0.73,9890,Short Term
"185-0111",4U : Urban Minor Arterial,30.914968,-83.176814,2023,3820,Estimated,,,,,0.0973,0.67,4810,Short Term
"185-0113",3U : Urban Principal Arterial - Other,30.895956,-83.343533,2023,19400,Actual,1029,405,0.35,0.113,0.0951,0.54,24400,Short Term
"185-0115",3U : Urban Principal Arterial - Other,30.829377,-83.284218,2023,10200,Actual,690,553,0.384,0.256,0.0847,1,15100,Short Term
"185-0117",3U : Urban Principal Arterial - Other,30.831202,-83.281457,2023,10800,Actual,555,424,0.427,0.213,0.0814,1,23300,Short Term
"185-0118",3U : Urban Principal Arterial - Other,30.831776,-83.279979,2023,10800,Actual,560,436,0.343,0.148,0.0822,1,16800,Short Term
"185-0119",3U : Urban Principal Arterial - Other,30.832116,-83.279086,2023,11200,Actual,660,230,0.358,0.099,0.0811,1,16700,Short Term
"185-0121",3U : Urban Principal Arterial - Other,30.832690,-83.277574,2023,9430,Actual,522,253,0.403,0.233,0.084,1,13400,Short Term
"185-0123",3U : Urban Principal Arterial - Other,30.833288,-83.276054,2023,8020,Actual,696,349,0.661,0.187,0.0842,1,10600,Short Term
"185-0125",3U : Urban Principal Arterial - Other,30.833499,-83.273480,2023,8430,Actual,591,568,0.688,0.38,0.091,1,17200,Short Term
"185-0127",3U : Urban Principal Arterial - Other,30.798410,-83.392490,2023,11800,Actual,742,1760,0.314,0.807,0.0836,0.52,16500,Short Term
"185-0129",3U : Urban Principal Arterial - Other,30.811962,-83.329759,2023,17300,Estimated,1067,1261,0.488,0.296,0.0903,0.55,23700,Short Term
"185-0131",3U : Urban Principal Arterial - Other,30.819338,-83.314186,2023,24400,Actual,1550,924,0.349,0.135,0.0851,0.54,34900,Short Term
"185-0135",3U : Urban Principal Arterial - Other,30.825109,-83.293352,2023,21300,Actual,1183,924,0.305,0.244,0.0788,0.51,30600,Short Term
"185-0137",3U : Urban Principal Arterial - Other,30.826443,-83.289961,2023,19000,Estimated,1170,906,0.382,0.266,0.0907,0.52,33100,Short Term
"185-0139",3U : Urban Principal Arterial - Other,30.828840,-83.283770,2023,10200,Actual,700,618,0.403,0.197,0.0805,1,15200,Short Term
"185-0141",3U : Urban Principal Arterial - Other,30.830500,-83.279500,2023,9740,Estimated,546,444,0.31,0.196,0.0844,1,17500,Short Term
"185-0143",3U : Urban Principal Arterial - Other,30.830940,-83.278340,2023,10700,Actual,616,282,0.459,0.15,0.0848,1,17300,Short Term
"185-0145",3U : Urban Principal Arterial - Other,30.831370,-83.277280,2023,7270,Estimated,462,525,0.43,0.305,0.0872,1,9980,Short Term
"185-0147",3U : Urban Principal Arterial - Other,30.831990,-83.275660,2023,7610,Actual,531,598,0.421,0.421,0.0891,1,11300,Short Term
"185-0151",3U : Urban Principal Arterial - Other,30.836330,-83.264310,2023,10400,Actual,573,966,0.433,0.491,0.0969,0.59,14400,Short Term
"185-0155",3U : Urban Principal Arterial - Other,30.844439,-83.242025,2023,9030,Actual,673,1052,0.775,0.775,0.1039,0.61,13900,Short Term
"185-0157",3U : Urban Principal Arterial - Other,30.852161,-83.222061,2023,6450,Estimated,512,1043,0.687,0.952,0.0969,0.7,8130,Short Term
"185-0159",3U : Urban Principal Arterial - Other,30.890961,-83.122502,2023,6310,Actual,393,1198,0.428,1.126,0.0805,0.57,7950,Short Term
"185-0161",3R : Rural Principal Arterial - Other,30.920887,-83.046047,2023,4740,Estimated,376,1048,0.58,1.44,0.0793,0.6,5970,Short Term
"185-0163",4U : Urban Minor Arterial,30.851176,-83.341237,2023,11900,Estimated,597,845,0.339,0.373,0.0901,0.55,15000,Short Term
"185-0165",4U : Urban Minor Arterial,30.842901,-83.327036,2023,28500,Actual,1224,408,0.225,0.063,0.0896,0.55,37500,Short Term
"185-0167",4U : Urban Minor Arterial,30.835750,-83.314260,2023,18400,Estimated,565,223,0.191,0.06,0.0921,0.55,23200,Short Term
"185-0169",4U : Urban Minor Arterial,30.834840,-83.313110,2023,21400,Actual,700,234,0.299,0.089,0.0921,0.55,28600,Short Term
"185-0171",4U : Urban Minor Arterial,30.831849,-83.310650,2023,17600,Estimated,711,246,0.401,0.103,0.0902,0.51,22200,Short Term
"185-0173",4U : Urban Minor Arterial,30.826492,-83.307469,2023,15800,Actual,765,332,0.279,0.089,0.0898,0.54,21900,Short Term
"185-0175",4U : Urban Minor Arterial,30.820063,-83.271084,2023,5740,Estimated,,,,,0.0977,0.65,7230,Short Term
"185-0177",4U : Urban Minor Arterial,30.818404,-83.263752,2023,4750,Estimated,,,,,0.0977,0.65,5990,Short Term
"185-0178",4U : Urban Minor Arterial,30.812415,-83.236898,2023,4030,Actual,,,,,0.0941,0.74,5080,Short Term
"185-0179",5R : Rural Major Collector,30.810770,-83.229610,2023,4220,Estimated,212,160,0.576,0.264,0.1034,0.8,5320,Short Term
"185-0181",5R : Rural Major Collector,30.772605,-83.143169,2023,2210,Actual,154,98,0.542,0.316,0.0913,0.74,2780,Short Term
"185-0183",4U : Urban Minor Arterial,30.995597,-83.428731,2023,2340,Estimated,173,90,0.559,0.344,0.123,0.53,2950,Short Term
"185-0185",4U : Urban Minor Arterial,30.993343,-83.391893,2023,5720,Actual,418,172,0.734,0.21,0.1106,0.6,11200,Short Term
"185-0187",4U : Urban Minor Arterial,30.990306,-83.381225,2023,8010,Estimated,,,,,0.1398,0.57,11900,Short Term
"185-0189",4U : Urban Minor Arterial,30.993117,-83.359520,2023,4220,Estimated,,,,,0.122,0.6,5320,Short Term
"185-0191",4R : Rural Minor Arterial,31.011230,-83.317975,2023,5350,Actual,365,207,0.467,0.168,0.1077,0.6,8260,Short Term
"185-0193",4U : Urban Minor Arterial,31.025411,-83.233560,2023,1810,Estimated,141,72,0.892,0.167,0.1294,0.51,2280,Short Term
"185-0194",5U : Urban Major Collector,31.025412,-83.192414,2023,2370,Actual,198,114,0.634,0.169,0.0989,0.51,4150,Short Term
"185-0195",4U : Urban Minor Arterial,30.884802,-83.291575,2023,15500,Estimated,,,,,0.0965,0.58,19500,Short Term
"185-0199",4U : Urban Minor Arterial,30.861540,-83.280389,2023,22200,Estimated,,,,,0.1015,0.53,28300,Short Term
"185-0201",4U : Urban Minor Arterial,30.868931,-83.278741,2023,21700,Estimated,,,,,0.1145,0.6,29900,Short Term
"185-0203",4U : Urban Minor Arterial,30.877464,-83.275377,2023,23700,Estimated,,,,,0.0993,0.6,29900,Short Term
"185-0205",4U : Urban Minor Arterial,30.903229,-83.265659,2023,32800,Estimated,1112,290,0.252,0.049,0.096,0.61,41700,Short Term
"185-0207",4U : Urban Minor Arterial,30.947680,-83.231846,2023,16400,Actual,523,172,0.22,0.037,0.1004,0.65,20700,Short Term
"185-0209",4U : Urban Minor Arterial,31.010438,-83.198183,2023,5220,Estimated,,,,,0.1117,0.69,6580,Short Term
"185-0211",5R : Rural Major Collector,30.882972,-83.053097,2023,450,Actual,78,72,2.244,2.244,0.0942,0.55,570,Short Term
"185-0214",5R : Rural Major Collector,30.915484,-83.079407,2023,1580,Actual,,,,,0.0996,0.63,1990,Short Term
"185-0217",5R : Rural Major Collector,30.686496,-83.291485,2023,2990,Actual,193,300,0.569,0.703,0.0897,0.55,3770,Short Term
"185-0219",5R : Rural Major Collector,30.679931,-83.231520,2023,7320,Estimated,409,310,0.429,0.263,0.0877,0.52,9220,Short Term
"185-0221",5R : Rural Major Collector,30.684352,-83.207727,2023,11400,Actual,563,334,0.28,0.14,0.0964,0.51,14400,Short Term
"185-0223",5R : Rural Major Collector,30.697817,-83.155845,2023,2680,Estimated,181,255,0.53,0.416,0.095,0.52,3380,Short Term
"185-0224",7U : Urban Local,30.933965,-83.242136,2023,20,Estimated,0,,0,0,0.2702,0.6,30,Short Term
"185-0226",5U : Urban Major Collector,30.854171,-83.291282,2023,2930,Estimated,64,13,0.21,0.035,0.1069,0.64,3690,Short Term
"185-0227",1R : Rural Principal Arterial - Interstate,30.626710,-83.173080,2023,48100,Actual,1222,12751,0.133,1.078,0.1199,0.54,72500,CCS
"185-0229",1R : Rural Principal Arterial - Interstate,30.661493,-83.206521,2023,49300,Calculated,,,,,,,73800,Short Term
"185-0231",1R : Rural Principal Arterial - Interstate,30.713402,-83.252073,2023,52600,Calculated,,,,,,,75500,Short Term
"185-0232",1U : Urban Principal Arterial - Interstate,30.763985,-83.284444,2023,55000,Calculated,,,,,,,77800,Short Term
"185-0233",1U : Urban Principal Arterial - Interstate,30.798100,-83.305327,2023,56400,Calculated,,,,,,,79200,Short Term
"185-0235",1U : Urban Principal Arterial - Interstate,30.830230,-83.323340,2023,58200,Estimated,1636,13316,0.193,0.561,0.1161,0.55,87100,CCS
"185-0237",1U : Urban Principal Arterial - Interstate,30.869505,-83.339364,2023,61900,Calculated,,,,,,,93900,Short Term
"185-0239",1U : Urban Principal Arterial - Interstate,30.941502,-83.372381,2023,58800,Calculated,,,,,,,99600,Short Term
"185-0241",1R : Rural Principal Arterial - Interstate,31.011198,-83.393327,2023,55700,Calculated,,,,,,,99700,Short Term
"185-0243",7U : Urban Local,30.921448,-83.291357,2023,2620,Actual,84,20,0.343,0,0.1125,0.59,3520,Short Term
"185-0244",6R : Rural Minor Collector,30.998037,-83.292825,2023,1090,Actual,,,,,0.1129,0.64,1610,Short Term
